[221.88817891373805, 159.10543130990416]
[211.66453674121405, 240.89456869009587]
[232.75079872204475, 300.63897763578274]
[181.63258785942492, 249.84025559105433]
[200.80191693290735, 290.41533546325877]
[134.3482428115016, 240.89456869009587]
[127.63897763578274, 284.02555910543134]
[120.92971246006388, 332.5878594249201]
[195.69009584664536, 400.63897763578274]
[219.6517571884984, 462.6198083067093]
[224.12460063897765, 513.4185303514378]
[174.6038338658147, 558.14696485623]
[188.66134185303514, 611.8210862619809]
[206.87220447284346, 537.3801916932907]
[241.05750798722045, 584.9840255591055]
[222.52715654952078, 756.8690095846646]
[235.9456869009585, 821.4057507987221]
[288.0223642172524, 826.517571884984]
[248.08626198083067, 786.9009584664537]
[212.30351437699682, 718.2108626198084]
[135.30670926517573, 759.4249201277955]
[229.2364217252396, 876.3578274760383]
[137.8626198083067, 834.185303514377]
[217.0958466453674, 1025.2396166134185]
[144.2523961661342, 1240.255591054313]
[186.42492012779553, 967.0926517571885]
[105.91373801916933, 1014.3769968051118]
[121.88817891373802, 955.9105431309905]
[122.52715654952075, 895.5271565495208]
[85.7859424920128, 901.9169329073483]
[67.89456869009584, 965.1757188498403]
[121.24920127795528, 1298.0830670926518]
[279.7156549520767, 1314.6964856230031]
[183.54952076677316, 1282.747603833866]
[170.45047923322684, 1527.476038338658]
[168.5335463258786, 1469.3290734824282]
[154.15654952076676, 1415.9744408945687]
[120.61022364217251, 1455.9105431309904]
[122.52715654952075, 1402.8753993610223]
[155.75399361022363, 123.3226837060703]
[145.53035143769966, 145.68690095846645]
[127.31948881789137, 183.38658146964858]
[225.08306709265173, 215.65495207667732]
[241.05750798722045, 560.3833865814697]
[234.34824281150162, 1262.3003194888179]
[213.5814696485623, 1462.3003194888179]
[163.42172523961662, 1367.0926517571886]
[240.73801916932905, 1588.817891373802]
[380.6741214057508, 1604.7923322683707]
[358.62939297124603, 1633.5463258785944]
[98.24600638977634, 1503.8338658146965]
