[137.54716981132077, 214.07547169811326]
[195.09433962264154, 226.3396226415095]
[247.4528301886793, 198.5094339622642]
[270.09433962264154, 236.71698113207552]
[321.0377358490566, 190.01886792452837]
[324.811320754717, 241.43396226415098]
[319.62264150943395, 303.2264150943397]
[458.3018867924529, 140.96226415094344]
[478.5849056603774, 203.6981132075472]
[465.8490566037736, 268.7924528301888]
[276.22641509433964, 441.9056603773586]
[260.66037735849056, 525.867924528302]
[223.8679245283019, 639.5471698113208]
[176.22641509433964, 701.811320754717]
[208.30188679245288, 900.867924528302]
[163.0188679245283, 973.0377358490566]
[266.3207547169811, 880.1132075471698]
[136.6037735849057, 1126.811320754717]
[179.52830188679246, 1081.5283018867924]
[184.7169811320755, 1126.811320754717]
[172.45283018867923, 1198.9811320754716]
[277.1698113207547, 1158.4150943396226]
[329.0566037735849, 1227.2830188679245]
[94.15094339622642, 1258.8867924528302]
[49.33962264150945, 1302.2830188679245]
[89.43396226415096, 1311.245283018868]
[71.0377358490566, 1350.3962264150941]
[111.60377358490568, 1337.1886792452829]
[153.5849056603774, 1349.9245283018868]
[192.7358490566038, 1322.566037735849]
[128.1132075471698, 1422.566037735849]
[81.41509433962266, 1404.1698113207547]
[80.00000000000001, 1473.509433962264]
[182.83018867924528, 1394.264150943396]
[170.09433962264154, 1456.5283018867924]
[124.33962264150945, 1668.3207547169811]
[122.45283018867924, 1740.0188679245282]
[75.75471698113209, 1994.264150943396]
[27.641509433962284, 2042.377358490566]
[46.0377358490566, 1971.1509433962262]
