[299.69230769230774, 112.5]
[373.7307692307693, 140.3846153846154]
[473.73076923076917, 133.65384615384616]
[474.69230769230774, 190.3846153846154]
[417.0, 183.65384615384616]
[394.88461538461536, 233.65384615384613]
[361.2307692307693, 274.03846153846155]
[456.4230769230769, 289.4230769230769]
[454.5, 354.8076923076923]
[430.46153846153845, 532.6923076923076]
[404.5, 586.5384615384615]
[367.96153846153845, 626.9230769230769]
[360.2692307692307, 687.5]
[358.3461538461538, 737.5]
[371.80769230769226, 775.0]
[464.11538461538464, 850.9615384615385]
[457.38461538461536, 909.6153846153845]
[360.2692307692307, 984.6153846153845]
[341.03846153846155, 1033.6538461538462]
[389.11538461538464, 1013.4615384615385]
[355.46153846153845, 1067.3076923076924]
[456.4230769230769, 1112.5]
[482.38461538461536, 1160.576923076923]
[523.7307692307692, 1196.1538461538462]
[488.1538461538462, 1115.3846153846152]
[528.5384615384615, 1155.7692307692307]
[379.5, 1291.3461538461538]
[336.2307692307693, 1335.576923076923]
[435.2692307692307, 1314.423076923077]
[415.0769230769231, 1369.2307692307693]
[394.88461538461536, 1419.2307692307693]
[381.4230769230769, 1472.1153846153845]
[414.11538461538464, 1462.5]
[463.1538461538462, 1453.8461538461538]
[382.38461538461536, 1562.5]
[337.19230769230774, 1600.9615384615383]
[289.11538461538464, 1625.9615384615383]
[405.46153846153845, 1594.2307692307693]
[410.2692307692307, 1654.8076923076922]
[461.23076923076917, 1547.1153846153845]
[482.38461538461536, 1598.076923076923]
[507.38461538461536, 1634.6153846153845]
[114.11538461538464, 1670.1923076923076]
[111.23076923076928, 1619.2307692307693]
[100.65384615384619, 1723.076923076923]
[417.96153846153845, 1726.923076923077]
[408.3461538461538, 1777.8846153846152]
[402.5769230769231, 1829.8076923076922]
[484.30769230769226, 1745.1923076923076]
[489.11538461538464, 1805.7692307692307]
[513.1538461538462, 1854.8076923076922]
[198.73076923076928, 1775.9615384615383]
[157.38461538461536, 1820.1923076923076]
[113.15384615384619, 1850.0]
[386.2307692307693, 1950.9615384615383]
[367.0, 2013.4615384615383]
[327.5769230769231, 2130.7692307692305]
[353.53846153846155, 2171.153846153846]
[418.9230769230769, 2060.576923076923]
[423.7307692307693, 1948.076923076923]
[422.7692307692307, 1999.0384615384614]
[499.69230769230774, 2130.7692307692305]
[465.0769230769231, 2200.0]
[510.2692307692307, 2186.5384615384614]
[494.88461538461536, 2239.4230769230767]
[415.0769230769231, 2439.4230769230767]
[435.2692307692307, 2483.653846153846]
[482.38461538461536, 2503.846153846154]
[443.9230769230769, 2563.4615384615386]
[535.2692307692307, 2550.0]
[547.7692307692307, 2633.653846153846]
