[224.53960396039605, 231.43564356435644]
[233.45049504950492, 186.3861386138614]
[228.25247524752473, 136.13861386138615]
[200.3864468864469, 209.15750915750917]
[205.14835164835165, 164.83516483516485]
[139.3910891089109, 280.94059405940595]
[145.80769230769232, 243.2234432234432]
[145.07509157509162, 350.9157509157509]
[176.02475247524754, 295.2970297029703]
[179.9851485148515, 251.4851485148515]
[174.74542124542126, 181.3186813186813]
[165.13366336633663, 129.45544554455446]
[181.71782178217822, 457.1782178217822]
[189.03113553113553, 429.3040293040293]
[183.2029702970297, 374.25742574257424]
[253.74752475247527, 622.7722772277227]
[228.0049504950495, 577.7227722772277]
[249.04455445544556, 803.4653465346535]
[234.44059405940595, 747.5247524752475]
[176.76732673267327, 797.2772277227723]
[197.80693069306932, 756.4356435643564]
[156.96534653465346, 1016.5841584158416]
[168.1039603960396, 964.3564356435644]
[173.05445544554456, 925.2475247524752]
