[272.82653061224494, 60.37755102040823]
[264.2551020408164, 180.37755102040822]
[236.50000000000003, 226.50000000000006]
[298.94897959183675, 170.9897959183674]
[300.5816326530612, 224.0510204081633]
[350.3775510204082, 104.05102040816334]
[362.21428571428567, 148.13265306122454]
[379.3571428571429, 195.88775510204087]
[163.03061224489798, 294.66326530612247]
[245.8877551020408, 285.68367346938777]
[265.07142857142856, 430.9897959183674]
[227.1122448979592, 485.68367346938777]
[209.96938775510208, 537.9285714285716]
[136.50000000000003, 525.6836734693878]
[155.68367346938777, 553.0306122448981]
[155.68367346938777, 587.3163265306123]
[344.2551020408164, 486.50000000000006]
[239.765306122449, 686.5000000000001]
[274.86734693877554, 673.0306122448981]
[272.01020408163265, 723.6428571428572]
[240.58163265306123, 772.2142857142858]
[332.4183673469388, 643.2346938775511]
[347.92857142857144, 599.9693877551022]
[301.80612244897964, 665.6836734693878]
[294.86734693877554, 610.9897959183675]
[306.295918367347, 725.6836734693878]
[303.84693877551024, 786.091836734694]
[340.17346938775506, 730.9897959183675]
[254.8673469387755, 825.2755102040817]
[317.3163265306123, 786.091836734694]
[76.90816326530614, 913.4387755102041]
[120.58163265306123, 908.1326530612246]
[158.54081632653063, 890.9897959183673]
[176.5, 911.8061224489796]
[145.07142857142858, 942.0102040816327]
[233.23469387755105, 946.091836734694]
[209.1530612244898, 941.6020408163266]
[228.33673469387756, 990.9897959183673]
[262.6224489795918, 968.5408163265307]
[343.84693877551024, 985.6836734693878]
[235.68367346938774, 1017.1122448979593]
[281.3979591836735, 1035.0714285714287]
[127.11224489795919, 1165.6836734693877]
[127.11224489795919, 1240.7857142857142]
[164.25510204081635, 1156.295918367347]
[193.64285714285714, 1215.0714285714287]
[236.50000000000003, 1164.4591836734694]
[298.94897959183675, 1136.295918367347]
[389.15306122448976, 1173.438775510204]
[125.07142857142858, 1355.0714285714287]
[52.418367346938794, 1370.5816326530612]
[156.90816326530614, 1421.6020408163265]
[107.92857142857144, 1454.2551020408164]
[46.704081632653086, 1483.642857142857]
[215.68367346938774, 1382.0102040816328]
[184.66326530612244, 1437.1122448979593]
[316.09183673469386, 1337.5204081632653]
[340.17346938775506, 1380.7857142857142]
[353.6428571428571, 1429.765306122449]
[351.19387755102036, 1468.9489795918369]
[336.09183673469386, 1502.4183673469388]
[352.82653061224494, 1536.704081632653]
[274.86734693877554, 1493.8469387755101]
[273.6428571428571, 1544.4591836734694]
[267.92857142857144, 1608.1326530612246]
[346.295918367347, 1639.1530612244899]
[385.4795918367347, 1610.1734693877552]
[200.98979591836738, 1631.3979591836735]
[121.39795918367349, 1681.6020408163265]
[225.8877551020408, 1718.3367346938776]
[229.96938775510208, 1777.9285714285713]
[95.27551020408166, 1735.8877551020407]
[96.50000000000003, 1802.0102040816325]
[261.3979591836735, 1828.1326530612246]
[252.41836734693877, 1772.2142857142858]
[202.21428571428575, 1877.5204081632653]
[304.2551020408164, 1709.765306122449]
[327.92857142857144, 1697.9285714285713]
[347.92857142857144, 1768.1326530612246]
[322.21428571428567, 1876.704081632653]
[217.7244897959184, 1988.9489795918366]
[176.90816326530614, 2014.6632653061224]
[226.70408163265304, 2053.030612244898]
[223.8469387755102, 2110.581632653061]
[331.6020408163265, 1990.9897959183672]
[329.5612244897959, 2028.1326530612246]
[285.88775510204084, 2084.4591836734694]
