[323.2070707070707, 147.73905723905733]
[312.7693602693603, 206.66161616161625]
[396.6077441077441, 299.9276094276095]
[351.1531986531987, 311.7121212121213]
[397.75993883792046, 353.49694189602445]
[363.94781144781143, 378.04208754208764]
[299.63804713804717, 416.425925925926]
[340.7154882154882, 428.88383838383845]
[356.54040404040404, 485.7861952861954]
[317.483164983165, 805.9882154882156]
[293.91414141414145, 765.5841750841752]
[277.7525252525253, 725.8535353535354]
[325.22727272727275, 907.335016835017]
[331.96127946127945, 852.452861952862]
[258.8973063973064, 817.7727272727274]
[338.0218855218855, 1003.9680134680135]
[308.05555555555554, 963.9006734006734]
[217.81986531986533, 911.0387205387207]
[287.8535353535354, 922.1498316498318]
[208.72895622895624, 960.5336700336701]
[280.7828282828283, 980.0622895622896]
[291.5572390572391, 1035.617845117845]
[274.72222222222223, 943.6986531986533]
[230.7312925170068, 1075.1700680272108]
[231.62457912457916, 1119.7929292929293]
[161.25420875420878, 1159.1868686868686]
[157.55050505050508, 1104.9781144781145]
[153.51010101010104, 1052.452861952862]
[295.59764309764313, 1172.3181818181818]
[304.6885521885522, 1230.9040404040404]
[271.3552188552189, 1349.7592592592591]
[257.60204081632656, 1293.8775510204082]
[272.7020202020202, 1408.3451178451178]
[148.79629629629633, 1311.3754208754208]
[179.43602693602696, 1253.4629629629628]
[252.16329966329965, 1602.9579124579125]
[250.14309764309763, 1548.7491582491582]
[179.09932659932662, 1493.1936026936025]
[187.51683501683505, 1538.648148148148]
[131.96127946127947, 1524.1700336700337]
[124.608843537415, 1577.5510204081634]
[145.3571428571429, 1682.312925170068]
[251.82659932659936, 1664.574074074074]
[196.94444444444446, 1807.3350168350169]
[195.26094276094278, 1867.604377104377]
[117.12585034013608, 1788.7755102040817]
[115.46296296296298, 1844.708754208754]
[110.74915824915827, 1900.60101010101]
[174.3855218855219, 1935.2811447811448]
[238.6952861952862, 2003.631313131313]
[171.35521885521888, 1993.8670033670032]
[242.0622895622896, 2325.516835016835]
[258.56060606060606, 2368.9511784511787]
[216.80976430976432, 2336.2912457912457]
[244.75589225589226, 2396.8973063973067]
[143.0723905723906, 2397.234006734007]
[405.3619528619529, 231.24074074074082]
[260.5808080808081, 1270.6346801346801]
[255.1936026936027, 1229.2205387205386]
[217.14646464646466, 1612.0488215488215]
