[245.2222222222222, 154.44444444444443]
[209.29629629629628, 134.07407407407408]
[177.07407407407405, 90.0]
[221.88888888888889, 241.85185185185185]
[200.03703703703704, 197.4074074074074]
[76.33333333333334, 124.81481481481481]
[50.03703703703704, 153.33333333333331]
[27.477611940298516, 190.6492537313433]
[247.07407407407405, 510.3703703703703]
[199.11940298507466, 486.54477611940297]
[121.14814814814815, 510.3703703703703]
[128.52995391705068, 469.12442396313367]
[224.85185185185182, 709.6296296296296]
[173.37037037037035, 688.8888888888888]
[137.07407407407405, 655.1851851851851]
[198.9259259259259, 947.7777777777777]
[174.4814814814815, 893.3333333333333]
[142.99999999999997, 1078.5185185185185]
[189.29629629629628, 1565.5555555555554]
[174.4814814814815, 1515.185185185185]
[143.74074074074073, 1467.037037037037]
[189.29629629629628, 1455.185185185185]
[217.07407407407405, 1509.2592592592591]
[180.40740740740742, 151.85185185185185]
[152.99999999999997, 297.4074074074074]
[186.33333333333334, 343.3333333333333]
[201.5185185185185, 391.85185185185185]
[164.85185185185188, 447.77777777777777]
[131.5185185185185, 431.85185185185185]
[111.5185185185185, 692.9629629629629]
[150.03703703703704, 748.5185185185185]
[191.88888888888889, 778.8888888888888]
[105.59259259259258, 944.074074074074]
[175.96296296296296, 1205.5555555555554]
