[383.12337662337666, 90.2402597402599]
[341.56493506493507, 103.87662337662354]
[310.3961038961039, 134.39610389610405]
[334.42207792207796, 194.1363636363638]
[341.56493506493507, 243.48701298701314]
[373.3831168831168, 283.7467532467534]
[285.72077922077926, 209.07142857142873]
[304.551948051948, 175.9545454545456]
[296.1103896103896, 291.5389610389612]
[270.7857142857143, 331.7987012987015]
[217.53896103896102, 362.318181818182]
[250.65584415584414, 281.7987012987015]
[211.04545454545456, 301.9285714285716]
[156.5, 304.5259740259742]
[420.1363636363636, 374.6558441558443]
[457.1493506493506, 420.1103896103898]
[456.5, 233.09740259740275]
[463.6428571428571, 189.59090909090924]
[475.98051948051943, 141.5389610389612]
[318.1883116883117, 407.12337662337677]
[275.33116883116884, 441.5389610389612]
[223.38311688311688, 459.7207792207794]
[324.03246753246754, 536.344155844156]
[312.3441558441558, 586.9935064935066]
[347.4090909090909, 584.396103896104]
[325.33116883116884, 627.9025974025976]
[390.91558441558436, 548.6818181818184]
[396.7597402597403, 598.0324675324676]
[416.2402597402597, 556.4740259740262]
[424.68181818181813, 609.0714285714288]
[433.77272727272725, 705.1753246753249]
[435.72077922077915, 764.9155844155846]
[325.33116883116884, 742.1883116883118]
[272.0844155844156, 769.4610389610391]
[351.9545454545455, 699.9805194805197]
[367.538961038961, 797.383116883117]
[462.9935064935065, 957.1233766233768]
[440.26623376623377, 908.4220779220781]
[504.551948051948, 986.344155844156]
[375.33116883116884, 1024.6558441558443]
[351.9545454545455, 1074.0064935064936]
[300.6558441558442, 1105.8246753246756]
[366.2402597402597, 1123.3571428571431]
[337.01948051948045, 1151.9285714285716]
[415.5909090909091, 1221.409090909091]
[406.5, 1280.5000000000002]
[374.03246753246754, 1322.0584415584417]
[388.96753246753246, 1298.6818181818182]
[411.6948051948052, 1332.4480519480521]
[427.27922077922074, 1374.6558441558443]
[451.3051948051948, 1192.8376623376626]
[474.68181818181813, 1239.5909090909092]
[244.16233766233768, 1319.461038961039]
[214.9415584415584, 1333.0974025974028]
[296.1103896103896, 1314.9155844155846]
[172.73376623376623, 1396.7337662337663]
[143.51298701298703, 1453.227272727273]
[259.0974025974026, 1497.383116883117]
[272.73376623376623, 1573.357142857143]
[366.8896103896104, 1569.461038961039]
[390.91558441558436, 1615.5649350649353]
[471.43506493506493, 1608.422077922078]
[437.01948051948045, 1566.8636363636365]
[396.1103896103896, 1513.6168831168832]
[310.3961038961039, 1390.24025974026]
[318.8376623376623, 1351.2792207792209]
[203.25324675324674, 1519.461038961039]
[235.7207792207792, 1520.7597402597405]
[260.3961038961039, 1653.227272727273]
[257.7987012987013, 1703.8766233766235]
[265.59090909090907, 1786.344155844156]
[255.85064935064935, 1825.305194805195]
[372.73376623376623, 1763.6168831168832]
[418.8376623376623, 1781.7987012987014]
[459.0974025974026, 1818.162337662338]
[226.62987012987014, 2227.902597402597]
[165.59090909090907, 2207.772727272727]
