[322.9262295081967, 89.83606557377048]
[363.90983606557376, 123.27868852459015]
[407.5163934426229, 133.11475409836063]
[335.38524590163934, 140.655737704918]
[277.0245901639344, 262.6229508196721]
[306.8606557377049, 245.24590163934425]
[383.2540983606557, 266.22950819672127]
[480.30327868852453, 330.1639344262295]
[407.1885245901639, 349.83606557377044]
[382.9262295081967, 443.2786885245901]
[369.483606557377, 487.21311475409834]
[417.0245901639344, 478.36065573770486]
[402.5983606557377, 527.8688524590164]
[439.3196721311475, 519.672131147541]
[461.9426229508196, 557.3770491803278]
[296.6967213114754, 536.7213114754098]
[325.22131147540983, 612.1311475409835]
[451.4508196721311, 695.0819672131147]
[468.827868852459, 631.8032786885245]
[518.9918032786885, 728.8524590163934]
[460.30327868852453, 803.6065573770491]
[498.9918032786885, 795.4098360655737]
[421.2868852459016, 830.1639344262294]
[481.9426229508196, 846.2295081967212]
[391.7786885245901, 867.8688524590164]
[354.72950819672127, 1009.1803278688524]
[431.1229508196721, 976.7213114754097]
[494.40163934426226, 1004.9180327868852]
[324.56557377049177, 1065.245901639344]
[285.22131147540983, 1086.8852459016393]
[398.9918032786885, 1049.8360655737704]
[447.1885245901639, 1104.590163934426]
[425.2213114754098, 1019.9999999999999]
[489.811475409836, 1045.573770491803]
[533.7459016393443, 1074.0983606557377]
[453.0901639344262, 1059.3442622950818]
[499.3196721311475, 1087.5409836065573]
[420.3032786885246, 1125.573770491803]
[348.17213114754094, 1131.1475409836064]
[300.6311475409836, 1192.4590163934424]
[423.58196721311475, 1160.655737704918]
[533.7459016393443, 1174.4262295081967]
[406.53278688524586, 1203.606557377049]
[455.71311475409834, 1227.5409836065573]
[506.86065573770486, 1232.1311475409834]
[260.6311475409836, 1388.8524590163934]
[280.3032786885246, 1426.885245901639]
[294.72950819672127, 1380.983606557377]
[292.7622950819672, 1485.901639344262]
[373.0901639344262, 1448.1967213114754]
[399.3196721311475, 1427.2131147540983]
[384.23770491803276, 1383.606557377049]
[461.2868852459016, 1414.7540983606557]
[441.94262295081967, 1471.8032786885244]
[372.10655737704917, 1577.0491803278687]
[423.58196721311475, 1600.983606557377]
[273.0901639344262, 1530.8196721311474]
[252.1065573770492, 1583.606557377049]
[357.68032786885243, 1634.7540983606557]
[402.9262295081967, 1660.3278688524588]
[324.8934426229508, 1593.1147540983604]
[359.9754098360655, 1694.4262295081967]
[456.36885245901635, 1678.6885245901638]
[352.7622950819672, 1735.0819672131147]
[365.54918032786884, 1792.7868852459014]
[346.20491803278685, 1844.918032786885]
[218.66393442622953, 1907.5409836065571]
[221.28688524590166, 1962.950819672131]
[265.22131147540983, 1941.967213114754]
[280.9590163934426, 2046.55737704918]
[323.90983606557376, 2087.5409836065573]
[370.1393442622951, 2108.8524590163934]
[246.86065573770495, 2040.9836065573768]
[282.2704918032787, 2092.7868852459014]
[328.17213114754094, 2125.901639344262]
[209.48360655737707, 2147.213114754098]
[259.6475409836065, 2183.934426229508]
[128.50000000000003, 2199.0163934426228]
[72.76229508196722, 2209.180327868852]
[243.58196721311478, 2278.6885245901635]
[319.9754098360656, 2338.0327868852455]
[357.3524590163934, 2240.0]
[211.7786885245902, 2345.573770491803]
[253.09016393442624, 2353.7704918032787]
[239.31967213114754, 2399.3442622950815]
[251.12295081967216, 2453.4426229508194]
[282.2704918032787, 2312.7868852459014]
[140.63114754098362, 2501.967213114754]
[138.33606557377053, 2545.573770491803]
[102.59836065573772, 2579.3442622950815]
[233.74590163934428, 2671.4754098360654]
[265.54918032786884, 2655.0819672131147]
[294.40163934426226, 2709.180327868852]
[349.155737704918, 2699.3442622950815]
[229.48360655737707, 2726.885245901639]
[235.38524590163937, 2774.7540983606555]
[191.12295081967216, 3044.262295081967]
[77.02459016393443, 3065.901639344262]
[423.2058823529411, 305.20588235294116]
[306.1470588235294, 483.44117647058823]
[410.8529411764705, 666.3823529411765]
[421.4411764705882, 645.2058823529412]
[413.7941176470588, 798.7352941176471]
[362.02941176470586, 833.4411764705882]
[476.73529411764696, 1181.6764705882351]
[422.02941176470586, 1328.1470588235293]
[453.7941176470588, 1367.5588235294117]
[322.02941176470586, 1332.264705882353]
[342.02941176470586, 1536.3823529411764]
[264.38235294117646, 1891.0882352941176]
[20.2647058823529, 2244.617647058824]
[68.49999999999994, 3114.617647058824]
[45.55882352941171, 3164.029411764706]
[94.97058823529406, 3013.4411764705883]
