[520.3672985781991, 96.68246445497631]
[522.2630331753554, 143.12796208530807]
[557.3341232227489, 72.98578199052133]
[579.6090047393365, 151.65876777251185]
[609.4668246445498, 148.34123222748815]
[593.3530805687204, 213.2701421800948]
[564.9170616113744, 217.5355450236967]
[511.3625592417062, 286.25592417061614]
[478.6611374407583, 325.5924170616114]
[564.4431279620853, 399.52606635071095]
[585.2962085308056, 442.1800947867299]
[630.3199052132702, 492.41706161137444]
[450.2251184834123, 536.4928909952607]
[425.10663507109007, 592.8909952606635]
[513.7322274881517, 532.2274881516588]
[522.7369668246446, 588.6255924170616]
[380.5568720379147, 624.1706161137441]
[580.5568720379147, 689.0995260663508]
[539.324644549763, 724.1706161137441]
[623.2109004739336, 726.5402843601896]
[561.1255924170616, 770.1421800947868]
[657.8080568720379, 779.6208530805687]
[613.2582938388625, 808.0568720379148]
[470.1303317535545, 893.3649289099527]
[470.6042654028436, 944.5497630331754]
[533.1635071090047, 894.3127962085308]
[560.6516587677725, 948.8151658767773]
[430.31990521327015, 1010.9004739336493]
[388.1398104265403, 1049.2890995260664]
[359.2298578199052, 1084.3601895734598]
[406.1492890995261, 1082.9383886255926]
[538.8507109004739, 1039.3364928909953]
[589.5616113744076, 1079.1469194312797]
[416.1018957345972, 1178.1990521327016]
[396.6706161137441, 1241.2322274881517]
[370.60426540284357, 1268.7203791469194]
[483.8744075829384, 1216.1137440758293]
[482.9265402843602, 1295.7345971563982]
[522.7369668246446, 1334.5971563981043]
[559.7037914691944, 1384.834123222749]
[612.7843601895735, 1422.7488151658767]
[463.021327014218, 1368.2464454976305]
[500.93601895734594, 1416.5876777251185]
[400.93601895734594, 1329.8578199052133]
[386.71800947867297, 1386.2559241706163]
[356.3862559241706, 1435.0710900473935]
[330.31990521327015, 1423.696682464455]
[290.03554502369667, 1600.4739336492892]
[300.4620853080569, 1552.60663507109]
[434.585308056872, 1568.2464454976305]
[466.3388625592417, 1487.6777251184835]
[465.8649289099526, 1545.0236966824646]
[484.8222748815166, 1598.5781990521327]
[306.1492890995261, 1701.8957345971564]
[309.9407582938388, 1745.0236966824646]
[310.88862559241704, 1795.260663507109]
[377.23933649289097, 1704.265402843602]
[396.19668246445497, 1752.1327014218011]
[428.4241706161137, 1790.0473933649291]
[435.0592417061611, 1750.7109004739339]
[410.88862559241704, 1701.4218009478675]
[269.6563981042654, 1866.350710900474]
[495.7227488151659, 1891.4691943127964]
[495.7227488151659, 1949.7630331753555]
[522.2630331753554, 1900.4739336492892]
[536.4810426540284, 1954.0284360189576]
[236.0071090047393, 1834.5971563981043]
[220.84123222748812, 1877.2511848341233]
[217.52369668246445, 1911.3744075829386]
[275.3436018957346, 1926.5402843601896]
[219.41943127962082, 2010.4265402843603]
[212.31042654028434, 2059.7156398104266]
[379.1350710900474, 2145.0236966824646]
[319.89336492890993, 2112.322274881517]
[316.1018957345971, 2158.2938388625594]
[315.62796208530807, 2214.218009478673]
[461.59952606635073, 2264.928909952607]
[427.00236966824644, 2245.0236966824646]
[447.3815165876777, 2452.6066350710903]
[503.3056872037914, 2459.2417061611377]
