[184.5159362549801, 76.09561752988047]
[166.98605577689244, 123.10756972111552]
[195.2729083665339, 149.003984063745]
[224.3565737051793, 213.5458167330677]
[244.2768924302789, 166.13545816733065]
[180.0531335149864, 208.70435967302456]
[188.10159362549803, 266.1354581673306]
[239.496015936255, 405.57768924302786]
[227.54382470119526, 458.1673306772908]
[314.7948207171315, 532.6693227091633]
[303.63944223107575, 584.8605577689242]
[307.2250996015936, 633.0677290836653]
[282.52390438247016, 743.8247011952191]
[216.78685258964146, 744.621513944223]
[396.86653386454185, 727.0916334661354]
[377.74302788844625, 776.4940239043824]
[344.2768924302789, 822.7091633466134]
[345.0737051792829, 766.9322709163346]
[313.59960159362555, 813.9442231075697]
[266.1892430278885, 839.0438247011951]
[383.3207171314741, 1080.8764940239043]
[299.6553784860558, 1414.7410358565735]
[364.1972111553785, 1146.613545816733]
[329.5358565737052, 1082.0717131474103]
[344.6752988047809, 1028.6852589641433]
[312.4043824701196, 1139.442231075697]
[257.82270916334664, 1449.8007968127488]
[226.34860557768928, 1501.9920318725099]
[119.17729083665343, 87.64940239043824]
[252.64342629482076, 105.97609561752986]
[140.69123505976097, 157.37051792828683]
[255.0338645418327, 357.3705179282868]
