[224.8649289099526, 101.7890995260663]
[160.40995260663504, 137.33412322274876]
[192.853711790393, 76.4082969432315]
[172.25829383886253, 115.05924170616107]
[256.1445497630332, 576.6706161137441]
[223.98291571753987, 548.7414578587699]
[206.3815165876777, 488.9928909952606]
[315.8601895734597, 739.2298578199052]
[282.68483412322274, 855.8175355450237]
[321.0216400911162, 907.0558086560364]
[336.23933649289097, 965.2962085308058]
[209.63211845102506, 944.6412300683371]
[196.9028436018957, 884.2535545023698]
[349.9834123222749, 1043.4952606635072]
[317.7559241706161, 1076.670616113744]
[258.37927107061506, 1078.3542141230068]
[332.18337129840546, 1158.7642369020502]
[288.37203791469193, 1127.3815165876779]
[183.6097046413502, 1192.584388185654]
[187.4241706161137, 1240.1777251184835]
[197.85071090047393, 1148.2345971563982]
[64.67535545023694, 176.67061611374402]
