[235.55255255255258, 113.79279279279288]
[248.76576576576576, 170.24924924924932]
[273.6906906906907, 229.10810810810818]
[323.3141361256545, 180.62827225130889]
[346.06306306306305, 123.7027027027028]
[317.5549738219895, 90.0523560209424]
[292.9476439790576, 35.07853403141361]
[265.72251308900525, 78.53403141361255]
[291.9005235602094, 134.5549738219895]
[275.67015706806285, 136.12565445026178]
[295.04188481675396, 190.5759162303665]
[176.717277486911, 120.94240837696334]
[320.69633507853405, 713.6125654450261]
[199.7539267015707, 64.3979057591623]
[294.7117117117117, 427.90690690690695]
[317.0314136125654, 475.39267015706804]
[355.67267267267266, 508.98798798798805]
[375.67015706806285, 669.6335078534031]
[358.37537537537537, 621.3003003003004]
[370.43455497382206, 696.3350785340314]
[336.9267015706806, 647.6439790575915]
[219.6492146596859, 715.1832460732984]
[245.82722513089007, 658.6387434554973]
[281.42931937172773, 659.1623036649214]
[504.4659685863875, 729.8429319371727]
[558.9162303664922, 730.3664921465968]
[496.08900523560214, 789.5287958115183]
[236.92670157068065, 992.1465968586386]
[236.92670157068065, 932.9842931937172]
[341.55855855855856, 1024.3033033033034]
[401.31831831831835, 1002.0810810810812]
[450.53926701570686, 971.2041884816754]
[481.42931937172773, 926.1780104712042]
[369.1861861861862, 1059.1381381381382]
[397.1361256544503, 1268.0628272251308]
[376.71727748691103, 1240.8376963350784]
[361.01047120418843, 1216.7539267015707]
[350.01570680628276, 1148.1675392670156]
[335.5525525525526, 1072.3513513513515]
[255.77486910994767, 1201.5706806282722]
[273.0523560209424, 1207.329842931937]
[282.6996996996997, 1266.945945945946]
[254.2041884816754, 1246.5968586387435]
[244.86186186186188, 1291.870870870871]
[528.9459459459459, 1161.8408408408409]
[476.69369369369366, 1401.7807807807808]
[351.58638743455504, 1408.9005235602094]
[338.25525525525524, 1364.2432432432433]
[213.36649214659687, 1762.82722513089]
[263.1047120418848, 1723.5602094240837]
[321.74345549738223, 1663.874345549738]
[313.63063063063066, 2015.2942942942943]
[559.9633507853404, 793.7172774869109]
[252.1099476439791, 1043.455497382199]
[332.738219895288, 969.109947643979]
[408.6544502617801, 1088.48167539267]
[469.91099476439797, 1107.8534031413612]
[515.9842931937173, 1101.0471204188482]
[461.53403141361264, 1171.2041884816754]
[308.6544502617801, 1167.0157068062827]
[356.29842931937173, 1177.4869109947642]
[468.3403141361257, 1350.261780104712]
[482.4764397905759, 1309.4240837696334]
[495.04188481675396, 1348.6910994764396]
[500.80104712041884, 1394.764397905759]
[352.109947643979, 1721.9895287958113]
[312.8429319371728, 1962.3036649214657]
[376.71727748691103, 1474.3455497382197]
