[449.3639798488665, 45.33879093198989]
[393.94836272040305, 55.66624685138536]
[339.2884130982368, 45.08690176322415]
[410.57304785894206, 131.9886649874055]
[333.24307304785896, 81.35894206549115]
[332.235516372796, 162.46725440806043]
[302.00881612090683, 91.18261964735512]
[261.9584382871537, 229.97355163727957]
[279.0869017632242, 177.07682619647352]
[277.5755667506297, 119.89798488664984]
[360.4471032745592, 197.22795969773296]
[253.89798488664988, 153.39924433249368]
[247.09697732997483, 105.28841309823675]
[209.06171284634763, 213.3488664987405]
[410.57304785894206, 373.8022670025188]
[353.3942065491184, 335.7670025188916]
[307.55037783375315, 294.9609571788413]
[329.4647355163728, 431.7367758186397]
[311.3287153652393, 369.01637279596974]
[357.9282115869018, 405.036523929471]
[283.1171284634761, 377.32871536523925]
[304.0239294710328, 428.7141057934508]
[335.0062972292192, 541.0566750629722]
[333.7468513853904, 490.9307304785894]
[214.0994962216625, 871.0314861460956]
[177.82745591939548, 951.6360201511334]
[221.9080604534005, 986.9005037783375]
[282.6133501259446, 1012.845088161209]
[332.9911838790932, 1097.9836272040302]
[272.78967254408064, 1128.4622166246852]
[210.32115869017633, 1139.2934508816122]
[155.40931989924437, 1347.8576826196474]
[146.08942065491186, 1287.9080604534006]
[140.79974811083125, 1224.683879093199]
[195.963476070529, 1351.3841309823679]
[191.17758186397987, 1294.9609571788412]
[181.60579345088163, 1234.507556675063]
[259.4395465994962, 1297.227959697733]
[209.4811320754717, 1508.9622641509434]
[143.88888888888889, 1466.6597222222224]
[63.68055555555556, 1601.0347222222224]
[54.30555555555556, 1528.1180555555557]
[56.388888888888886, 1464.5763888888891]
[149.79166666666666, 1792.7013888888891]
[169.93055555555554, 1869.090277777778]
[337.27329974811084, 1016.6234256926952]
[175.81234256926953, 1394.4571788413098]
