[446.48648648648646, 119.95945945945955]
[501.35135135135135, 190.50000000000009]
[597.027027027027, 220.50000000000009]
[330.5186104218362, 244.66501240694788]
[375.40540540540536, 180.22972972972983]
[349.4594594594594, 144.2837837837839]
[495.531017369727, 241.93548387096772]
[446.7567567567567, 230.22972972972983]
[505.1351351351351, 306.445945945946]
[401.2382133995037, 240.44665012406946]
[514.0540540540541, 496.445945945946]
[605.5299539170508, 569.9930875576036]
[428.64864864864865, 397.5270270270271]
[426.7567567567567, 465.3648648648649]
[393.2432432432432, 374.0135135135136]
[359.9078341013825, 552.0207373271888]
[408.29493087557603, 570.4539170506912]
[415.2073732718894, 647.8732718894008]
[394.04218362282876, 716.6253101736972]
[512.9032258064516, 631.2834101382488]
[546.6476426799007, 739.2059553349875]
[568.6635944700461, 668.6105990783409]
[559.5508684863523, 612.9032258064516]
[265.5062034739454, 740.1985111662531]
[361.2903225806452, 862.1589861751152]
[337.78801843317973, 786.5829493087557]
[422.58064516129036, 851.5599078341013]
[423.50230414746545, 968.1497695852534]
[297.6958525345622, 898.1036866359447]
[543.6699751861041, 1028.5359801488833]
[460.82949308755764, 984.2788018433179]
[77.88018433179724, 1156.1682027649767]
[433.17972350230417, 1036.3525345622118]
[403.68663594470047, 1011.9285714285713]
[399.9975186104218, 1053.349875930521]
[311.52073732718895, 1079.2096774193546]
[337.3271889400922, 991.6520737327188]
[402.7649769585254, 1110.5460829493086]
[413.82488479262673, 1158.4723502304146]
[385.7142857142857, 1222.527649769585]
[495.39170506912444, 1258.9331797235022]
[442.3963133640553, 1195.7995391705067]
[559.447004608295, 1166.7672811059906]
[592.8014888337468, 1213.6476426799006]
[513.3640552995391, 1103.1728110599076]
[471.9578163771712, 1345.9057071960297]
[429.7741935483871, 1367.4937965260544]
[178.40942928039703, 1439.7022332506203]
[150.86600496277916, 1395.7816377171216]
[225.80397022332505, 1444.168734491315]
[522.8263027295285, 1521.091811414392]
[371.889400921659, 1406.8594470046082]
[319.815668202765, 1343.2649769585253]
[449.12903225806446, 1519.3548387096773]
[372.9503722084367, 1497.7667493796525]
[467.28110599078343, 1443.2649769585253]
[335.23325062034735, 1529.032258064516]
[374.43920595533496, 1608.1885856079402]
[189.3275434243176, 1638.7096774193546]
[175.67990074441687, 1701.985111662531]
[246.64764267990074, 1740.198511166253]
[371.71794871794873, 1748.7051282051282]
[391.20512820512823, 1810.7564102564102]
[174.79487179487182, 1836.3974358974358]
[150.6923076923077, 1766.6538461538462]
[197.3589743589744, 1758.448717948718]
[147.64019851116626, 1613.6476426799006]
[329.03225806451616, 1266.306451612903]
[440.0921658986175, 598.1036866359447]
[458.52534562211986, 669.5322580645161]
[487.55760368663596, 725.7534562211981]
[376.49769585253455, 680.1313364055299]
[335.0230414746544, 715.1543778801843]
[200.92165898617512, 719.7626728110598]
[387.55760368663596, 1182.4354838709676]
[390.7834101382489, 1308.7027649769584]
[96.31336405529954, 1292.1129032258063]
[81.5668202764977, 1313.7718894009215]
[74.19354838709678, 1244.1866359447004]
[53.45622119815668, 1172.2972350230414]
[117.05069124423963, 1204.0944700460827]
[98.15668202764978, 1454.3248847926266]
[427.64976958525347, 1584.7396313364054]
[166.3594470046083, 1573.2188940092165]
