[323.2037037037037, 66.24074074074088]
[383.2037037037037, 77.72222222222236]
[438.01851851851853, 69.20370370370384]
[391.72222222222223, 129.2037037037038]
[338.7592592592593, 114.7592592592594]
[281.72222222222223, 104.38888888888903]
[325.4259259259259, 142.16666666666677]
[379.5, 162.16666666666677]
[258.3888888888889, 416.6111111111112]
[284.6851851851852, 488.09259259259267]
[286.1666666666667, 545.8703703703704]
[64.68518518518522, 649.2037037037038]
[125.42592592592595, 672.5370370370371]
[185.05555555555557, 654.0185185185186]
[253.57407407407408, 779.9444444444446]
[265.4259259259259, 724.0185185185186]
[268.7592592592593, 676.6111111111112]
[159.8703703703704, 1027.351851851852]
[157.75688073394497, 959.3272171253823]
[217.69571865443424, 929.6636085626911]
[224.42354740061165, 991.743119266055]
[194.75993883792052, 962.3853211009174]
[239.5, 1222.5370370370372]
[291.72222222222223, 1271.4259259259259]
[345.0555555555556, 1298.0925925925926]
[237.64814814814815, 1582.9074074074074]
[283.5740740740741, 1631.0555555555557]
[301.35185185185185, 86.98148148148162]
