[135.88596491228068, 173.20175438596493]
[182.37719298245614, 134.60526315789477]
[215.2719298245614, 104.34210526315792]
[301.5980392156863, 140.19607843137254]
[344.7352941176471, 169.11764705882354]
[393.2647058823529, 205.88235294117646]
[318.3421052631579, 243.37719298245617]
[288.9561403508772, 210.04385964912282]
[299.4824561403509, 285.0438596491228]
[335.00877192982455, 342.5]
[262.20175438596493, 359.16666666666663]
[260.9117647058823, 298.03921568627453]
[162.640350877193, 393.3771929824561]
[196.41228070175438, 352.14912280701753]
[217.77450980392155, 290.6862745098039]
[252.99122807017542, 476.7105263157894]
[260.421568627451, 417.6470588235294]
[210.421568627451, 466.1764705882353]
[224.48245614035088, 414.42982456140345]
[172.28947368421052, 510.9210526315789]
[176.23684210526315, 449.07894736842104]
[243.26470588235293, 571.5686274509803]
[266.14912280701753, 647.3245614035088]
[185.421568627451, 721.5686274509803]
[395.9736842105263, 790.7456140350877]
[341.14912280701753, 785.4824561403509]
[284.5701754385965, 767.061403508772]
[309.4411764705882, 853.9215686274509]
[250.35964912280699, 824.9561403508771]
[254.7456140350877, 877.1491228070175]
[279.3070175438597, 915.3070175438596]
[321.2058823529412, 907.843137254902]
[584.4411764705882, 1120.5882352941176]
[541.3039215686274, 1150.9803921568628]
[499.6372549019608, 1179.9019607843138]
[481.93859649122805, 984.6052631578947]
[435.9117647058823, 1012.2549019607843]
[374.48245614035085, 1030.6578947368419]
[354.7456140350877, 1069.6929824561403]
[332.37719298245617, 1012.2368421052631]
[329.0490196078431, 1116.6666666666667]
[352.0882352941177, 1178.921568627451]
[213.51754385964912, 1057.8508771929824]
[475.79824561403507, 1275.394736842105]
[521.4122807017544, 1314.8684210526314]
[551.1078431372549, 1359.8039215686274]
[161.76315789473682, 1363.5526315789473]
[185.00877192982455, 1306.09649122807]
[252.11403508771926, 1503.0263157894735]
[178.86842105263156, 1576.7105263157894]
[227.99122807017542, 661.359649122807]
[268.780701754386, 174.9561403508772]
[251.23684210526315, 700.8333333333334]
[237.64035087719296, 831.0964912280701]
[287.640350877193, 1164.8684210526314]
[247.2894736842105, 1319.254385964912]
[262.640350877193, 1365.3070175438595]
[247.7280701754386, 1664.4298245614034]
[228.42982456140348, 1721.0087719298244]
