[305.20588235294116, 150.0]
[235.20588235294116, 233.52941176470588]
[245.79411764705884, 282.94117647058823]
[148.73529411764702, 208.82352941176472]
[189.3235294117647, 252.3529411764706]
[108.14705882352939, 242.3529411764706]
[284.0294117647059, 176.47058823529412]
[182.85294117647055, 366.47058823529414]
[229.3235294117647, 406.47058823529414]
[155.79411764705878, 383.5294117647059]
[196.9705882352941, 452.94117647058823]
[66.38235294117646, 479.4117647058824]
[68.14705882352939, 541.1764705882354]
[58.14705882352939, 598.2352941176471]
[147.55882352941177, 598.2352941176471]
[162.85294117647055, 547.0588235294118]
[191.08823529411762, 491.7647058823529]
[128.1470588235294, 484.7058823529412]
[242.26470588235287, 438.2352941176471]
[221.6764705882353, 604.1176470588235]
[46.97058823529409, 745.8823529411765]
[65.79411764705878, 705.2941176470589]
[36.97058823529409, 695.2941176470589]
[93.44117647058823, 700.0]
[130.5, 718.8235294117648]
[161.08823529411762, 730.5882352941177]
[115.20588235294116, 750.0]
[187.55882352941177, 818.8235294117648]
[152.26470588235293, 796.4705882352941]
[54.617647058823536, 804.7058823529412]
[29.91176470588232, 862.3529411764706]
[128.1470588235294, 858.2352941176471]
[118.73529411764702, 967.0588235294118]
[69.3235294117647, 958.2352941176471]
[62.26470588235293, 1014.7058823529412]
[34.617647058823536, 1068.235294117647]
[132.26470588235293, 1025.2941176470588]
[158.1470588235294, 1024.7058823529412]
[145.20588235294116, 965.2941176470589]
[218.73529411764702, 957.0588235294118]
[171.6764705882353, 910.5882352941177]
[189.3235294117647, 1065.2941176470588]
[152.26470588235293, 1081.1764705882354]
[186.9705882352941, 1117.0588235294117]
[30.5, 1182.3529411764707]
[31.088235294117624, 1240.5882352941176]
[16.970588235294088, 1279.4117647058824]
[109.3235294117647, 1256.4705882352941]
[146.9705882352941, 1202.3529411764707]
[184.61764705882354, 1264.7058823529412]
[159.91176470588232, 1287.0588235294117]
[140.5, 1315.8823529411766]
[121.08823529411762, 1362.9411764705883]
[186.38235294117646, 1337.6470588235295]
[178.1470588235294, 1381.1764705882354]
[150.5, 1430.5882352941178]
[82.85294117647055, 1392.9411764705883]
[92.85294117647055, 1455.8823529411766]
[156.38235294117646, 1468.235294117647]
[125.79411764705878, 1414.7058823529412]
[12.852941176470551, 1458.235294117647]
[14.029411764705856, 1364.1176470588236]
[9.323529411764696, 1521.1764705882354]
[94.02941176470586, 1484.1176470588236]
[131.08823529411762, 1501.1764705882354]
[117.55882352941177, 1647.0588235294117]
[122.26470588235293, 1583.5294117647059]
[131.67647058823525, 1523.5294117647059]
[184.02941176470586, 1619.4117647058824]
[198.73529411764702, 1681.1764705882354]
[169.3235294117647, 1570.0]
[107.55882352941177, 1701.764705882353]
[142.26470588235293, 1758.8235294117646]
[106.97058823529409, 1740.5882352941178]
[74.02941176470586, 1680.0]
[115.20588235294116, 1965.2941176470588]
[9.91176470588232, 968.2352941176471]
[121.67647058823525, 283.5294117647059]
[273.44117647058823, 202.94117647058823]
[229.53508771929825, 294.2192982456141]
[248.39473684210526, 124.921052631579]
[235.67543859649123, 148.1666666666667]
[193.5701754385965, 192.4649122807018]
[209.359649122807, 143.34210526315795]
[127.78070175438597, 1221.8508771929824]
[78.65789473684211, 1933.254385964912]
